stars,comment
5.0 out of 5 stars,"You'll be getting a premium device with all the flagship features for a much cheaper price compared to other phones in the same price segment. Plus there is oxygen OS. This is a device you won't regret buying.
            "
4.0 out of 5 stars,"camera is good but not that much which was expected...fast charging is really good and so is the battery performance.face recognition is above than excellent
            "
5.0 out of 5 stars,"Amazing phone, with excellent battery back up. Go for it without any hesitation.
            "
5.0 out of 5 stars,"This is my first OnePlus phone and boy am I surprised how good it is. Here are few things I have found after 5 days of usage:Pros:1. Great Camera - The camera is awesome in this phone. I have attached few pics taken from this phone and they look great. The color reproduction is not exactly 100 percent but very close. The images turn out a little bit more colorful than they actually are but they look really good. Selfies in portrait mode are very good and even without the portrait mode they look great. The profession mode is wonderful if you can take some time learning how to use it. The pic of the mango that I have posted was taken in the professional mode. The HDR mode produces good evenly lit pictures - the pic of pink flowers against the sky background and the night mode is a great add on. Videos in 4k 60fps are stunning. This in fact is one of the very few phones out there which can record 4k at 60fps which is usually something that most pricey flagship phones are capable of. There is one thing to be noted here though that the video length cannot be more than 5 minutes. I purchased this phone for the camera and it has not disappointed me ever.2. Good Battery life - With some 4 hours of music listening, 1 hour of browsing and youtube videos, the phone drains by around 70% in 14 hours. The charging is fast.3. Speed - The Phone is very responsive and smooth. Haven't played games yet on it but am sure the phone would be able to handle that with ease. It feels like a fast phone.4. Permium feel - The phone is a little heavier than other phones of almost the same size so feels solid and premium. While some people might feel the lighter the phone is the better it is, it's my personal opinion that a slightly heavier phone feels good.5. Screen - The screen is bright and has stunning clarity.Cons:1. The in-screen fingerprint sensor - This is kind of the weakest link. The finger print sensor is slow. It feels slower than some of the sub 20000 phones out there. Of course this kind of comparison is like apples and oranges because this is an in-screen sensor and I am comparing it with the sensors at the back but still. It feels slow. The face recognition though is zippy and very fast.2. No provision for 3.55 mm jack. So you cannot listen to songs while charging the phone(Unless you have bluetooth headphones of course)Apart from these two things the phone is pretty much complete and at the price at which it is available now, definitely worth the money.
            "
5.0 out of 5 stars,"Oneplus Name Is Enough
            "
5.0 out of 5 stars,"Very good mobile 👍👌👍
            "
5.0 out of 5 stars,"Great phone
            "
5.0 out of 5 stars,"Wonderful phone
            "
1.0 out of 5 stars,"how to resolved my phone issue please help me one plus teamlot of problem please help me amazon team
            "
5.0 out of 5 stars,"Standards raised
            "
5.0 out of 5 stars,"Awesometacular
            "
3.0 out of 5 stars,"Display finger print sensitivity is very low and not that effective as normal. Sometimes took many times to recognize
            "
5.0 out of 5 stars,"Amazing
            "
5.0 out of 5 stars,"I used vivo nex .. one plus 6t much betterBut worst this no head phone.. with one plus 6t
            "
5.0 out of 5 stars,"Yo
            "
5.0 out of 5 stars,"Awesome
            "
4.0 out of 5 stars,"All is well
            "
5.0 out of 5 stars,"Design and Build quality: too good. Durable and stylish.Display : beautiful. Crisp.OS: Oxygen os is the best. In fact better than stock.Camara: decent for photography. Very good for video because of ois.Fingerprint sensor : bit annoying at the beginning but with time it learns your fingers better. After 45 days it's working perfectly now.Face id : too quickRam management: very goodBattery optimization: very good. It gives me 7 hrs of screen on time.Overall very happy 😊
            "
5.0 out of 5 stars,"Performance
            "
2.0 out of 5 stars,"Battery not good
            "
5.0 out of 5 stars,"Awesome product.
            "
4.0 out of 5 stars,"Not satisfied with the camera
            "
5.0 out of 5 stars,"Best image quality
            "
5.0 out of 5 stars,"Excellent phone
            "
5.0 out of 5 stars,"Awesome phone!
            "
5.0 out of 5 stars,"Brilliance at its peak!
            "
5.0 out of 5 stars,"Overall great and amazing phone, rightly so the smartphone of the year!
            "
5.0 out of 5 stars,"Good phone
            "
5.0 out of 5 stars,"Dont have notification light...image stabilization is top notch and camera justice in low light conditions also
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"Good
            "
4.0 out of 5 stars,"Battery backup is less comparing to latest smartphone
            "
5.0 out of 5 stars,"Awesome
            "
5.0 out of 5 stars,"Best
            "
4.0 out of 5 stars,"Excellent work good quality
            "
5.0 out of 5 stars,"Superb device with speedy touch
            "
5.0 out of 5 stars,"Amazing product
            "
5.0 out of 5 stars,"Its amazing to use to, user friendly amazing to use camera is nice and no problems yet just that my ringer goes to zero automatically
            "
4.0 out of 5 stars,"good
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"Good
            "
4.0 out of 5 stars,"Good product
            "
1.0 out of 5 stars,"Display East broken in first drop
            "
5.0 out of 5 stars,"Loved the Phone, especially because of the looking and it'sfeatures. Camera and Music qualities are also pretty good.
            "
5.0 out of 5 stars,"It is matchable to Apple X in a good amount....loved it....
            "
5.0 out of 5 stars,"Yes, I'm liking this product very much.
            "
5.0 out of 5 stars,"Very nice mobile
            "
4.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"this phone is just superb in every aspect be it battery, camera, processor, performance and what not. Far more better then any samsung phone which keeps on hanging no matter how much at all high end your samsung device is. Face recognition is quite fast. Night mode in camera is just pleasant. I found this device totally worth it when compared with high end samsung smartphones which are absolutely rubbish. One Plus is a must buy product.
            "
5.0 out of 5 stars,"Very speedy what I was looking for... Battery is long lasting
            "
3.0 out of 5 stars,"Battery life sucks
            "
5.0 out of 5 stars,"Awesome phone
            "
5.0 out of 5 stars,"I like it ,it’s face recognition is very gud
            "
1.0 out of 5 stars,"Worst camera.. @oneplus : shame.. you failed miserably.. 10k phones have better camera..
            "
4.0 out of 5 stars,"The under display fingerprint works 9/10 if the surface is fully cleaned.Fits well and feels good.
            "
5.0 out of 5 stars,"Quality
            "
4.0 out of 5 stars,"As mentioned it's lighting speed
            "
4.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Because of face recognition,easy for unlock.  Image stabilization and low light also a good use of mobile
            "
5.0 out of 5 stars,"Best phone.
            "
5.0 out of 5 stars,"Before I write something about the phone or its specs, I would like to say I keep changing smartphone and usually I buy in range of 10K-15K however, since last 1 year no smartphone was fascinating me apart from POCO F1 but already being a MI user ( 6 MI phones used since last 5 years) and few cousins already owning it,  It didn't allow me to buy same. But, I was more concern with the price and then I started searching a lot about all the latest smartphone who has Snapdragon 845 SOC I ended up my search on One Plus 6T.Today, I'm happy enough to share this review after using the device for 3 months. All I would say if you have a budget of 30K then spend some more and go for One Plus 6T as of now.Now Lets talk about pros and cons:Pros:Great battery life With super fast chargingAmazing performance and smart boost featurePremium design with shining glassImpressive rear and front camera with good quality low light capturingIn display fingerprint scanner is really fast and I Love the cosmos effectNo heating at all, I m a pubg lover too.Cons:No headphone jack but you'll get a converter, I wished they could provide ear plug directly instead of converter.No notification LED lightsNo microSD card slot but Its okay I m not much storage guy 128GB is more than enough for me.The major one for me atleast, PRICE I know its a flagship device but I want this at 30KRating as per the usage of last 3 months so far.Weight: 9/10OS: 9/10Screen quality: 9/10CPU: 10/10Performance: 10/10Storage: 10/10 (113 gb almost)Battery: 9/10Rear camera: 9/10Front camera: 8/10In display fingerprint scanner: 9/10Face unlock: 8/10Thanks. I hope this will help you a bit to decide.
            "
5.0 out of 5 stars,"Good speed
            "
5.0 out of 5 stars,"Very much setistfied
            "
5.0 out of 5 stars,"best phone in android..
            "
5.0 out of 5 stars,"It's a good phone the only thing I'm missing is the headphone jack
            "
5.0 out of 5 stars,"Overly phone is aswm😍😍😍😍😍
            "
5.0 out of 5 stars,"Nice one
            "
1.0 out of 5 stars,"Mobile not working properly after two months onwards due to battery backup not coming and mobile getting over heat and when mobile was switched off that time also charging decreased from 40 to 50%
            "
5.0 out of 5 stars,"Good brightness starts from 50% of the level.
            "
5.0 out of 5 stars,"Vera level
            "
5.0 out of 5 stars,"Best phone in the segment.
            "
5.0 out of 5 stars,"It is the best
            "
5.0 out of 5 stars,"Expensive but true value for money
            "
5.0 out of 5 stars,"I m happy with one plus 6t and it is working great
            "
5.0 out of 5 stars,"Its a Very Fastest Phone ever , best flagship phone
            "
4.0 out of 5 stars,"Finger print sensor I feel it's faster and better if it to be on back
            "
5.0 out of 5 stars,"Nice product but no SD card no 3.5 mm jack and also company not provided any otg for usb otherwise phone is superb fast beautiful display look cool in hand
            "
5.0 out of 5 stars,"Finger sensor is too slow
            "
5.0 out of 5 stars,"Awesome Smartphone  SpeedyVery Nice UI and Oxygen OS makes it perfect. You find everything you need to get in any phone.No bloatwares installed +point of this phoneAlert Slider makes it easy.
            "
3.0 out of 5 stars,"Phone gets hanged sometimes for 1-2 min
            "
5.0 out of 5 stars,"Nice product, been using since the past 4 months, no problems till now.
            "
5.0 out of 5 stars,"All are f****** good😎
            "
5.0 out of 5 stars,"Best phone to buy, never hangs, only con is fingerprint recogn is slow
            "
5.0 out of 5 stars,"The best phone that you can think of.
            "
5.0 out of 5 stars,"Awesome mobile
            "
5.0 out of 5 stars,"Best choice
            "
1.0 out of 5 stars,"Positives:Camera is good though one never bought for this reasonNegatives:Not really satisfied. Battery finishes pretty fast. Freezes from time to time. Needs rebooting from time to time.Dont like the extended wire for earphones...of late most times when calls happen,it doesn't work.AND ITS BARELY 2 MONTHS OLD! DISAPPOINTING!
            "
5.0 out of 5 stars,"Best phone ever
            "
4.0 out of 5 stars,"As usual One plus has again revealed the speed,thank you again  and Ma Claren edition rocks
            "
5.0 out of 5 stars,"Its amazing, gorgeous, excellent,fantastic really excellent product pls buy it
            "
5.0 out of 5 stars,"Fast face recognition
            "
4.0 out of 5 stars,"Very nice product
            "
5.0 out of 5 stars,"Too good mobile
            "
5.0 out of 5 stars,"Please improve fingerprint scanner.. remaining everything is excellent
            "
4.0 out of 5 stars,"Good overall performance
            "
5.0 out of 5 stars,"awsm 😉
            "
5.0 out of 5 stars,"only drawback is it dont have led indicator. Rest all is good..i have instaled b612 for camera and it works well.
            "
5.0 out of 5 stars,"Amazing phone, great experience. Really a super quick and efficient device.
            "
1.0 out of 5 stars,"Don't Buy Mirror back since the mirror is too sensitive and breaks easily which will cost you more than 2100 (product +labour) !Camera is not as good as previous versions of oneplus. I don't know if it's a bug but it's still same. Snapchat pictures are better than original camera pictures.Face recognition is not that good.Fast processing of this phone is greatI have huge expectations from 7 now
            "
5.0 out of 5 stars,"That’s it’s amazing phone fast processor fast charging and camera 📸 is superb day light and low light also after using Series of iPhone 📲Now I become 1+ fan 😍😍
            "
5.0 out of 5 stars,"Power pack performance
            "
1.0 out of 5 stars,"Front camera not working
            "
5.0 out of 5 stars,"Flagship mobile l..liked so muchGood and fast delivery by Amazon
            "
5.0 out of 5 stars,"Thank you one plus 6T for producing amazing phone. Thank you Amazon for delivering the product very early. Coming the pros the phone has best performance till date great user interface. Only cons is no flash light at front camera.
            "
5.0 out of 5 stars,"Super
            "
5.0 out of 5 stars,"Super Amazing!!!
            "
4.0 out of 5 stars,"Very Good
            "
5.0 out of 5 stars,"The best phone u can ever buy in the market for this price
            "
4.0 out of 5 stars,"I don't know but my phone bottom speaker problem I replees 2 times in just 2 month...
            "
5.0 out of 5 stars,"The go to phone for every student looking for a new phone in this price range. Fast and smooth OS. And more importantly is the battery life. A 90+ charge can get you a full day battery with regular usage.
            "
5.0 out of 5 stars,"Killer device by onepluse...thanks Amazon for giving best resale value for old phone...till now happy with device...will update brief review regarding performance may be after 15days...
            "
4.0 out of 5 stars,"Nice
            "
5.0 out of 5 stars,"Phone is good.. value for money..
            "
5.0 out of 5 stars,"Excellent phone never ever used I like it very much , fantastic mobile ,suuuuuper  good mobile over all that is
            "
5.0 out of 5 stars,"A perfect phone if u looking for an premium android phone. Everything is great and camera is awsome
            "
5.0 out of 5 stars,"I loved the phone, got it for 36500 at no cost EMIs
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"Product is best..iOS 10/8Canara 10/9Battery 10/6Charge 10/9No 3.5 mm jackNo ir blastersTpu cover is expected..
            "
5.0 out of 5 stars,"Nice products this mobile is very good mobile i love you reviews Amazon is one of the best  good mobile
            "
5.0 out of 5 stars,"Super
            "
1.0 out of 5 stars,"Indisplay fingerprint . very slow
            "
5.0 out of 5 stars,"I like a ram in these polroduct
            "
4.0 out of 5 stars,"Excellent phone, amazing battery, quick charging. A tad expensive as compared to MI's, Poco, Realme.
            "
5.0 out of 5 stars,"Fingerprint sensor takes some time
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Amazing product at affordable price considering the specifications.Thanks
            "
5.0 out of 5 stars,"Best buy yet! Love it a lot! The face recognition is super quick. Though the inbuilt fingerprint is a little slower than a physical one, it's fairly quick once u understand how much pressure it takes to unlock. Besides that the Oxygen OS works like a charm! 5 🌟 🌟 🌟🌟🌟
            "
5.0 out of 5 stars,"Quality
            "
5.0 out of 5 stars,"Best phone ever loved it OnePlus6t is a magic
            "
5.0 out of 5 stars,"Superb
            "
5.0 out of 5 stars,"Awesome
            "
5.0 out of 5 stars,"Cool...
            "
3.0 out of 5 stars,"The phone is best, really salute the speed , fingerprint scanner & face recognize is also good , lets come at camera is worst not with quality but with system camera some time not able to focus on object and also camera is not opening, after 30inute of regular use of camera .
            "
1.0 out of 5 stars,"DislikeHang ,heat problem,poor battery backup
            "
5.0 out of 5 stars,"superb display excellent performance and amazon fast delivery
            "
5.0 out of 5 stars,"Good Quality
            "
5.0 out of 5 stars,"Display is good and the camera quality has been improved and the fluidity in the OS is awesome and the over all good product.
            "
5.0 out of 5 stars,"Excellent
            "
4.0 out of 5 stars,"It is better than my earlier purchased handset One plus 5.After using it for more than 2 month I found this phone is one complete package for Technology loving people. Basic to advanced features are awesome.As I have both handset one Plus 5 & 6 T I really appreciate later bone is have  more space to store my data and battery life is good for almost a day and more for my daily usage.I personally believe that it's trend to use latest hand set but cost effectiveness what makes buyers go for high technology features enabled. This one is definitely a one all-rounder performance phone.
            "
3.0 out of 5 stars,"Face unlock very slow, same case with finger unlock. No headfone jack. Rest all is ok.Other better options available at very cheap rates
            "
5.0 out of 5 stars,"Could be placed dual camera in better position
            "
5.0 out of 5 stars,"Very good product
            "
5.0 out of 5 stars,"This device run like such a beast...it's operating system is very smooth and spped like flash.In oneplus 6t we get amazing options in camera, like pro mode, low light, potratit. The best feature I like is the video recording. We can record a video in 4K 60ps format, which is shows content in very crisp and clear format.
            "
5.0 out of 5 stars,"The best in the market
            "
4.0 out of 5 stars,"Fingerprint sensor is very very slow..
            "
5.0 out of 5 stars,"Excellent phone ....value for money...I switched from iPhone as I had space constraints and financial constraints...this is my first android phone and I truly believe it's not worth spending very high price for a brand with multiple restrictions...amazing product this one
            "
3.0 out of 5 stars,"Main camera is bit dissapointing.
            "
5.0 out of 5 stars,"Extremely user friendly,with high speed usage,worth every penny we pay.
            "
4.0 out of 5 stars,"Good enough.Really fast.Faster than anything I've used .
            "
5.0 out of 5 stars,"Awsm
            "
3.0 out of 5 stars,"Average phone at such price
            "
5.0 out of 5 stars,"The product is good and price also good.
            "
5.0 out of 5 stars,"Good Good Good
            "
5.0 out of 5 stars,"Moving from iPhone to this phone. I never thought I will like any non iOS product any time in my life but I am really pleased with my purchase. Now I take all the photos from my phone rather than borrowing from others as I have one of best camera on my Phone.
            "
5.0 out of 5 stars,"Best mobile
            "
5.0 out of 5 stars,"There is nothing abt this phone to dislike in such a price
            "
1.0 out of 5 stars,"Don't buy the product.. basis needs are not good... Vibration is very slow you are not even deduct the phone is vibrating. So heavy like you are carry stone in your pocket
            "
3.0 out of 5 stars,"I am a OnePlue5 user and based on that performance I ordered 6T to gift it for my wife, Although it's the best flagship device selfi camera is not up to the mark as previous models. It's changing the color to slight pinkish and making it un natural. If you are not concerned about selfi then go for it. If you are more into selfi then give it a thought before you buy it. It's not wider,though.
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Good charging stability! Great pictures! Love It's overall performance! Been three months since I bought it.
            "
4.0 out of 5 stars,"Night mode camera is good and normal camera pics are also amazing.Daily i play pubg like high battery consumption games and still phone battery can survive around 3-4 hours if fully charged.
            "
1.0 out of 5 stars,"My phone I'd dead within 6 month they refused to repair asking 30000/-.giving reason phone is flooded with water.flooding is not under warranty.i don't know how water sweeps. May b rain is the reason but for that its protected. Such a costly phone should b water resistant. Requested again otherwise will go to media as well as consumers court.
            "
5.0 out of 5 stars,"Mobile is smooth with great camera... specially the landscape mode.
            "
5.0 out of 5 stars,"One Plus 6T true to it's level one of the best phones you can get. It's features are already over the top.Bought on the launch day working like a charm since then till date.
            "
5.0 out of 5 stars,"This one is awesome, image clarity is wonderful, worth the money
            "
5.0 out of 5 stars,"Amazed by the Phone's performance. Been using this phone for more than 2 months. Few things which I liked about the phone1. Speed2. Os3. Ram optimisation4. Camera quality in good light.5. Battery lasts almost a dayCons:1. Low light selfie sucksApart from that phone runs like butter. I am a huge fan of OnePlus . Their developer community is building day by day which means continuous improvisation and continuous updates will be rolled out.
            "
5.0 out of 5 stars,"Best phone ever.  No problem is faced. I am using it from many times. Very good phone. If u are planning for a new phone. I will recommend you to buy this.
            "
4.0 out of 5 stars,"Like:CameraSpeedDislike:No radio i miss local radio.
            "
5.0 out of 5 stars,"I love camera in day light. Image stabilization is good and the performance is good . I love the phone soo much
            "
5.0 out of 5 stars,"Superb experience
            "
5.0 out of 5 stars,"Awesome is the only word ✌️
            "
5.0 out of 5 stars,"A handy laptop
            "
5.0 out of 5 stars,"Battery is gudPerformance is gudCamera is decentLocking syatem not gudOverall gud
            "
5.0 out of 5 stars,"Good device
            "
5.0 out of 5 stars,"Superb
            "
5.0 out of 5 stars,"This is the best phone that I have ever used. So far it's is promising for the money paid.
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"I love both
            "
5.0 out of 5 stars,"Ok ok
            "
5.0 out of 5 stars,"Awesome
            "
5.0 out of 5 stars,"It looks good in hand and rest other features are to the mark.....
            "
4.0 out of 5 stars,"It has no proper audio jack point . It's huge demerit
            "
4.0 out of 5 stars,"good
            "
5.0 out of 5 stars,"Gud phone
            "
5.0 out of 5 stars,"amazing phone with fatablaous features!
            "
5.0 out of 5 stars,"Great Photos and awesome gaming experience.
            "
5.0 out of 5 stars,"excellent image quality.in screen finger print scanner is slow.I feel the backside scanner is better place like oneplus 6
            "
4.0 out of 5 stars,"Nice
            "
4.0 out of 5 stars,"Good
            "
1.0 out of 5 stars,"Worst ever phone I have used in my life. Total wastage of money.
            "
4.0 out of 5 stars,"Battery backup, Rapid charge, resolution and processing speed features are excellent.Only drawback is little heavy otherwise recommended for all type of users.
            "
5.0 out of 5 stars,"Product as described...very neat performance, exceptional Warp charging, but camera quality is not that good....needs improvement!
            "
5.0 out of 5 stars,"Amazing product
            "
5.0 out of 5 stars,"Veru fast
            "
2.0 out of 5 stars,"Picture and video quality of the The handset is not adequate. The delivery boy deliver the packet without barcode also.
            "
5.0 out of 5 stars,"Face recognition is good in low light also. Camera resolution is good.
            "
4.0 out of 5 stars,"I got this phone and had issue with the focus of front camera. I tried going to the one plus service centre and check if it's what the phone offers or was the product I received defective.The one plus store employees kept trying to convince me there was no issue with the phone when I could clearly see a difference between the demo phones displayed and the phone I received.I don't know if it's a mass manufacturing defect. Coz it seemed like the one plus employees were offer of the issue and were willfully ignoring the defect.Thanks to Amazon customer care ( Soumya) who was ever so patient to follow up with my return and arranged for a replacement.The replacement I received is so clearly better than the first one I received.One plus please acknowledge if there is a defect in your quality of product. Coz every camera varies.For a flagship phone it's really necessary to have quality control check for all the products.
            "
5.0 out of 5 stars,"Awesome
            "
5.0 out of 5 stars,"Perhaps one of the best phones in the market. Camera is brilliant. Processor is amazing and it looks stunning.
            "
5.0 out of 5 stars,"Love the phone.finger print sensor is yukk
            "
5.0 out of 5 stars,"SUPER FAST SPEED CHARGING AND LONG BATTERY LIFE IN THIS
            "
5.0 out of 5 stars,"V good
            "
1.0 out of 5 stars,"Facing display issue..
            "
5.0 out of 5 stars,"Perfect product
            "
4.0 out of 5 stars,"Exillent phone best in classs
            "
5.0 out of 5 stars,"Everything is goodSound is goodCamera OKFinger not badTouch and display very goodSpeed very goodWorth for money
            "
5.0 out of 5 stars,"exellent phone
            "
4.0 out of 5 stars,"Amazing phone
            "
1.0 out of 5 stars,"Now its only 3 monthsPhone get automaticly switchedoffPortait mode not workingGetting stuckDid u provided me legitimate phone.I doubt
            "
5.0 out of 5 stars,"The phone is just awsome.
            "
4.0 out of 5 stars,"Using the phone since last 2 weeks...Overall it is good...Camera and Battery backup is Gr8...The only problem I am facing is its Fingerprint Scanner...It dosen't unlock immediately..Need improvement in that...Also when scrolling in Whatsapp if you are in a chat and you move out of the chat and try to scroll immediately it doesn't scroll up..it takes a second for scrolling...Checked with my friends mobile too...He also faces the same issue...
            "
4.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Go for it blindly. Specially for pubg lovers
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"One of the best and fastest I have ever seen.
            "
3.0 out of 5 stars,"I have been using blackberry since 2008. After blackberry i switched to samsung in 2015. I could not use it for more than 3 months and i switched to one plus.I got oneplus 3t and it was amazing. I used it for 2 years and decided to use oneplus for life.I got oneplus 6t on 3rd nov 2018, ordered the day it was launched. Had very high hopes but it disappointed me.The fingerprint phone locker is really not working ok. Battery is also not very good.Apart from that the phone is ok. I gave it a 3 star, as i had high hopes from this phone.
            "
5.0 out of 5 stars,"Best phone
            "
4.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Great stuff... speed charger
            "
5.0 out of 5 stars,"It's the best phone available in the market. Affordable rate for such a good configuration. Speed is awesome. Overall it's a very good phone. Worth every penny.
            "
5.0 out of 5 stars,"Ok
            "
5.0 out of 5 stars,"Like most
            "
3.0 out of 5 stars,"Missing EMail App here !!
            "
5.0 out of 5 stars,"I migrated from budget segment to premium phone. Till it gets into my hand, was thinking why anyone waste this much of amount for mobile while all the doable things can be done using budget one too. OnePlus easily erased my all early phones memories within one hour... And i was stunned with the features... Performance... And what not. It's been 4 months and I am yet to discover the annoyable error.... Fantabulstic.
            "
5.0 out of 5 stars,"Extent mobile
            "
5.0 out of 5 stars,"Nice
            "
5.0 out of 5 stars,"Nice
            "
5.0 out of 5 stars,"Mind blowing
            "
5.0 out of 5 stars,"Good oneBetter in hand comfortMore fasterGood in lookBetter camera and works good in slow motion water resistant..
            "
5.0 out of 5 stars,"Superb quality product
            "
5.0 out of 5 stars,"It's really good phone I like to use this phone and that's true it is very fast phone and it's fracture s are too good so thanks for this beautiful phone
            "
3.0 out of 5 stars,"It does not have a audio jack and does not come with in the box ear phones 😡They also have 2 audio speaker shaped holes at the bottom but only 1 speaker and the other is just a waste of space..It is loud but often find myself self blocking the sound because of the position
            "
5.0 out of 5 stars,"Super performance.
            "
5.0 out of 5 stars,"Worth it...!!!!
            "
5.0 out of 5 stars,"If you have a budget to buy a 35k phone , this is the one. 1 full day battery life is normal, even with heeavu usage with wi-fi/4g. Video calling and other video apps consume battery but still in control. Camera is undoubtedly very good . No heating issues at all.
            "
5.0 out of 5 stars,"Great value of money
            "
1.0 out of 5 stars,"Phone quality need to be reviewed as it has the start up issues when it is switched off.
            "
2.0 out of 5 stars,"It's not good as shown in advertisement
            "
4.0 out of 5 stars,"Fingerprint sensor could be better and fast.
            "
5.0 out of 5 stars,"Version
            "
1.0 out of 5 stars,"The camera stopped working just 15 days after buying it
            "
5.0 out of 5 stars,"Zehrr phn
            "
5.0 out of 5 stars,"I like the speed and responsiveness without any lags
            "
5.0 out of 5 stars,"The phone is awosem and i like this phone.in this price if you a new phone Go for this only.
            "
5.0 out of 5 stars,"Sturdy, super performance
            "
4.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"No dislike!
            "
5.0 out of 5 stars,"must buy
            "
5.0 out of 5 stars,"More improved Face recognition and voice recognition required, Camera crashed multiple times.
            "
5.0 out of 5 stars,"One plus 6t totally worth it!!!
            "
5.0 out of 5 stars,"Good phone
            "
4.0 out of 5 stars,"Fingerprint slow
            "
5.0 out of 5 stars,"Awesome experience with this phone
            "
5.0 out of 5 stars,"Using this device for last 4 months band it is awesome
            "
5.0 out of 5 stars,"Good Mobile
            "
4.0 out of 5 stars,"Image stabilization could be improved.
            "
5.0 out of 5 stars,"Superfast !!Have used many other android phones and this phone is dad of all Androids!But inwould still say and Iphone is an Iphone. The security and stability cannot be provided by an Android
            "
5.0 out of 5 stars,"Nice phone i will love this phone
            "
4.0 out of 5 stars,"Image stability
            "
5.0 out of 5 stars,"Good one very nice camera nice pack and delivery
            "
1.0 out of 5 stars,"Screen is of low quality. Breaks easily. New screen is costing 8000rs appx
            "
5.0 out of 5 stars,"The performance of the phone is incomparable. Best quality features in this cost is hard to find. Best phone ever used.
            "
1.0 out of 5 stars,"Replacement  needed  for charge
            "
3.0 out of 5 stars,"I am using one plus 6T from November 18..Potrait mode and night scape mode not working well...my phone started hang. I have to restart it to use after hang.. fingerprint not woked many time s...not good as expected...
            "
5.0 out of 5 stars,"Very good
            "
5.0 out of 5 stars,"Awesome mobile
            "
4.0 out of 5 stars,"This smartphone is amazing. But after few months i got an issue with calling. When i gave it to service centre for repair they said there's no issue with microphone. But after they clean up my phone and gave back to me it is working fine since then
            "
5.0 out of 5 stars,"Very good
            "
5.0 out of 5 stars,"First time I am using One plus phone, I am so happy with this products really worth for each and every penny which you are spending for this phone. U can't compare this product with MI POCO because it's performance really superb.
            "
5.0 out of 5 stars,"Good choice
            "
5.0 out of 5 stars,"Great
            "
5.0 out of 5 stars,"Excellent performance it can beat Samsung s10 in speed test.
            "
5.0 out of 5 stars,"Battery backup is very good
            "
5.0 out of 5 stars,"Very good 👍
            "
4.0 out of 5 stars,"Overall nice device. Smooth performance. The in-display fingerprint is much better than I expected it to be
            "
4.0 out of 5 stars,"Amazing
            "
5.0 out of 5 stars,"Awesome
            "
4.0 out of 5 stars,"Not tried face recognition so far, but the rest of the features are absolutely great.Video recording seems a bit saturated but can take amazing photographs.
            "
2.0 out of 5 stars,"Being a flagship killer, it still have some cons which should be considered in the next upgrade.1. In-display fingerprint scanner doesn't work  most of the time.2. Looks is not that great. With the back cover  on, looks like a simple bar phone. Atleast One  plus logo should be highlighted.3. Low light photography is very poor. In indoor  conditions, its photos can't be appreciated.4. Software features like wallpaper carousel, registering two faces in face unlock, themes etc are absent.These are the cons which have disappointed me.
            "
5.0 out of 5 stars," Good packing...no damage... simply love it
            "
4.0 out of 5 stars,"Fingerprint and face detection is really slow. Not upto the mark
            "
5.0 out of 5 stars,"One plus is very good and reputed brand in the market and young generation will more likely to prefer brand phones like one plus.
            "
4.0 out of 5 stars,"Gud
            "
5.0 out of 5 stars,"Speed
            "
5.0 out of 5 stars,"Excellent product
            "
3.0 out of 5 stars,"Better
            "
5.0 out of 5 stars,"Good phone worth for the money
            "
5.0 out of 5 stars,"Superb i love it
            "
4.0 out of 5 stars,"Quality is good
            "
5.0 out of 5 stars,"Bought the 6T recently, going back to Android after 5 year hiatus! was with 5S apple since 2014.Why i bought it :1. Best flagship at a budget when compared to upgrading to Apple 8 and above2. Great Build quality3. Right features4. Great store experience5. Great Screen6. Great battery life7. Good quality back cover (silicone)8. Pre installed screen guardCons (Nit picking here not really cons considering the overall package ):1. no Headphone jack , though a converter ships along inbox2. expensive OE accessories in store3. Clunky charger4. Gloss Black color back is a fingerprint magnet5. Otter Box cover very expensive :(
            "
5.0 out of 5 stars,"I personally use it as a gaming phone ..and am quiet impressed by performance
            "
1.0 out of 5 stars,"hetting problam
            "
5.0 out of 5 stars,"Personal use
            "
5.0 out of 5 stars,"Everything is so good.Just once the phone blacked out
            "
5.0 out of 5 stars,"Pros.Camera is awesome.very nice display..
            "
5.0 out of 5 stars,"Nicely delivered with all accessories only headphones were not available with the product
            "
5.0 out of 5 stars,"Amazing features and response to on screen finger print, face recognition and speed.
            "
5.0 out of 5 stars,"Nice
            "
4.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Awsome
            "
